日付,終値,始値,高値,安値,出来高,変化率 %
2020/6/15,958.28,"1,001.70","1,007.60",955.21,,-4.10%
2020/6/12,999.24,985.68,"1,008.17",955.61,,-0.78%
2020/6/11,"1,007.14","1,033.97","1,044.74","1,003.00",,-2.82%
2020/6/10,"1,036.37","1,012.47","1,038.25","1,012.47",,1.52%
2020/6/9,"1,020.88","1,008.67","1,023.55",995.69,,0.87%
2020/6/8,"1,012.05",999.3,"1,012.10",992.55,,1.61%
2020/6/5,996.06,982.59,997.83,977.82,,0.54%
2020/6/4,990.74,"1,004.41","1,008.40",978.16,,-1.25%
2020/6/3,"1,003.31","1,021.44","1,022.39",994.61,,-1.15%
2020/6/2,"1,014.99","1,009.96","1,018.87","1,000.39",,1.22%
2020/6/1,"1,002.79",983.69,"1,009.42",982.95,,2.07%
2020/5/29,982.43,948.8,982.43,948.46,,3.63%
2020/5/28,947.98,954.82,958.12,932.28,,-0.80%
2020/5/27,955.63,947.35,955.63,935.13,,0.32%
2020/5/26,952.58,962.83,972.8,938.41,,-0.68%
2020/5/25,959.13,940.67,960.89,940.67,,3.50%
2020/5/22,926.71,928.69,936.89,920.82,,-0.11%
2020/5/21,927.7,912.47,928.32,911.86,,1.95%
2020/5/20,909.98,882.96,910.8,882.55,,3.33%
2020/5/19,880.62,883.41,886.39,870,,0.92%
2020/5/18,872.56,844.49,873.14,843.71,,3.93%
2020/5/15,839.53,828.78,839.76,820.03,,2.23%
2020/5/14,821.23,838.46,846.29,818.91,,-2.07%
2020/5/13,838.61,827.57,841.84,823.94,,0.58%
2020/5/12,833.74,834.29,842.31,830.21,,0.07%
2020/5/11,833.12,828.19,833.69,811.88,,1.25%
2020/5/8,822.8,849.81,869.89,816.91,,-2.01%
2020/5/7,839.71,794.39,839.71,794.39,,6.48%
2020/5/1,788.59,785.39,789.89,775.06,,-0.36%
2020/4/30,791.44,782.88,795.16,781.41,,2.23%
2020/4/28,774.2,761.04,774.62,753.3,,1.85%
2020/4/27,760.14,753.46,764.06,753.05,,2.35%
2020/4/24,742.66,739.94,744.87,732.33,,0.56%
2020/4/23,738.55,724.85,745.87,724.63,,3.25%
2020/4/22,715.3,719.8,721.28,705.2,,-1.99%
2020/4/21,729.86,756.93,759.04,727.94,,-4.15%
2020/4/20,761.5,743.25,765.34,743.25,,3.06%
2020/4/17,738.91,739.62,748.47,731.98,,1.10%
2020/4/16,730.88,711.77,730.88,711.42,,2.70%
2020/4/15,711.64,709.4,722.66,706.41,,0.37%
2020/4/14,709.03,680.7,712.8,679.4,,4.79%
2020/4/13,676.62,671.22,682.1,669.93,,0.99%
2020/4/10,670.01,670.96,672.71,656.3,,-0.14%
2020/4/9,670.95,651.76,671.71,651.24,,3.77%
2020/4/8,646.58,636,648.64,623.09,,1.57%
2020/4/7,636.59,625.1,642.88,619.52,,3.55%
2020/4/6,614.79,594.42,614.79,592.74,,3.56%
2020/4/3,593.63,618.42,621.54,589.44,,-3.16%
2020/4/2,613,612.13,620.99,608.49,,-0.20%
2020/4/1,614.2,620.78,634.36,609.79,,-0.95%
2020/3/31,620.09,618.04,632.07,615.14,,1.28%
2020/3/30,612.28,610.79,620.4,602.95,,-1.72%
2020/3/27,623.02,624.99,632.88,616.24,,1.47%
2020/3/26,613.98,629.25,629.25,611.27,,-4.23%
2020/3/25,641.1,617.69,643.55,617.69,,5.91%
2020/3/24,605.35,570.25,609.74,570.17,,8.07%
2020/3/23,560.17,556.58,567.73,547.21,,0.41%
2020/3/19,557.86,594.51,598.77,551.1,,-4.90%
2020/3/18,586.63,599.3,613.05,584.81,,-1.20%
2020/3/17,593.75,550.38,594.94,543.32,,6.11%
2020/3/16,559.54,573.13,596.54,559.19,,-1.02%
2020/3/13,565.31,586.55,586.82,527.3,,-5.75%
2020/3/12,599.82,622.44,637.3,594.68,,-5.39%
2020/3/11,633.99,664.31,678.85,633.91,,-4.72%
2020/3/10,665.43,634.38,670.09,602.15,,2.98%
2020/3/9,646.2,700.95,700.95,641.18,,-9.75%
2020/3/6,716,732.59,735.25,714.83,,-3.65%
2020/3/5,743.13,748.32,749.18,735.68,,0.95%
2020/3/4,736.17,714.68,741.89,713.63,,1.60%
2020/3/3,724.61,755.73,767.2,724.22,,-2.28%
2020/3/2,741.51,701.85,755.95,701.85,,5.83%
2020/2/28,700.63,732.46,732.5,697.07,,-6.28%
2020/2/27,747.57,776.87,778.94,742.4,,-4.28%
2020/2/26,780.99,792.51,799.17,770.56,,-2.18%
2020/2/25,798.36,811.75,811.86,782.24,,-3.63%
2020/2/21,828.46,822.67,834.54,822.65,,0.63%
2020/2/20,823.3,837.69,840.36,822.47,,-0.83%
2020/2/19,830.15,812.24,831.07,812.24,,2.66%
2020/2/18,808.62,824.62,826.13,805.72,,-2.43%
2020/2/17,828.8,835.49,836.23,825.94,,-1.53%
2020/2/14,841.69,850.28,852.58,841.16,,-1.79%
2020/2/13,857.03,854.54,858.84,854.12,,0.53%
2020/2/12,852.49,844.61,853.03,844.12,,1.38%
2020/2/10,840.9,844.81,847.78,839.33,,-1.06%
2020/2/7,849.89,849.37,854.18,845.03,,-0.13%
2020/2/6,851.01,849.34,853.2,846.92,,0.71%
2020/2/5,844.97,847.09,852.95,842.99,,0.96%
2020/2/4,836.92,824.94,838.44,823.59,,1.66%
2020/2/3,823.28,809.55,826.63,802.31,,-0.01%
2020/1/31,823.37,815.79,825.12,813,,1.43%
2020/1/30,811.77,835.67,839.46,805.55,,-3.10%
2020/1/29,837.77,853.94,855.17,836.7,,-1.49%
2020/1/28,850.42,842.35,850.8,838.33,,-0.12%
2020/1/27,851.45,853.88,855.34,847.13,,-2.06%
2020/1/24,869.4,878.24,878.24,863.49,,-1.16%
2020/1/23,879.63,883.68,884.64,879.43,,-0.72%
2020/1/22,886.04,884.07,889.12,883.3,,-0.02%
2020/1/21,886.24,886.66,888.15,881.51,,0.11%
2020/1/20,885.26,886.81,888.89,884.84,,0.05%
2020/1/17,884.81,888.98,888.98,879.64,,-0.20%
2020/1/16,886.6,887.93,894.41,885.4,,-0.05%
2020/1/15,887,885.91,888.28,882.77,,-0.05%
2020/1/14,887.46,895.6,895.6,885.21,,-0.27%
2020/1/10,889.89,887.27,890.22,883.15,,0.47%
2020/1/9,885.76,883.25,889.49,882.92,,1.69%
2020/1/8,871,888.66,888.69,860.34,,-2.49%
2020/1/7,893.27,885.44,893.69,885.44,,1.42%
2020/1/6,880.8,885.73,890.5,880.8,,-1.86%
2019/12/30,897.47,905.11,905.11,894.49,,-1.12%
2019/12/27,907.67,905.26,909.23,901.01,,0.65%
2019/12/26,901.85,892.19,904.18,892.19,,1.07%
2019/12/25,892.32,882.67,895.41,882.31,,1.44%
2019/12/24,879.62,871.14,879.95,868.79,,1.15%
2019/12/23,869.65,874.65,875.71,867.63,,-0.31%
2019/12/20,872.35,867.9,873,867.06,,0.63%
2019/12/19,866.9,865.38,872.87,865.37,,0.08%
2019/12/18,866.2,879.26,879.26,864.68,,-1.57%
2019/12/17,880.02,875.04,880.02,867.33,,0.79%
2019/12/16,873.09,881.12,883.27,872.97,,-1.38%
2019/12/13,885.27,897.8,897.8,885.27,,-0.88%
2019/12/12,893.11,898.29,899.26,889.49,,-0.54%
2019/12/11,897.94,905.61,908.09,896.09,,-0.91%
2019/12/10,906.21,903.54,907.31,903.09,,0.04%
2019/12/9,905.87,913.7,913.7,904.52,,-0.57%
2019/12/6,911.09,900.49,911.18,900.49,,0.97%
2019/12/5,902.37,916.43,917.8,901.91,,-1.13%
2019/12/4,912.66,908.71,914.96,907.58,,-0.29%
2019/12/3,915.32,902.41,916,901.91,,0.42%
2019/12/2,911.51,915.75,920.34,911.07,,-0.40%
2019/11/29,915.14,916.32,921.77,912.8,,0.18%
2019/11/28,913.52,913.28,917.14,910.51,,0.19%
2019/11/27,911.83,906.16,912.79,904.63,,0.73%
2019/11/26,905.19,899.8,905.31,897.86,,1.21%
2019/11/25,894.36,892.5,895.77,891.35,,0.60%
2019/11/22,888.99,878.76,889.32,878.73,,1.05%
2019/11/21,879.77,879.74,880.92,864.97,,-0.10%
2019/11/20,880.67,876.48,883.18,875.65,,0.48%
2019/11/19,876.46,873.51,876.47,870.81,,0.86%
2019/11/18,868.97,858.98,869.81,858.76,,1.80%
2019/11/15,853.63,849.3,854.2,845.22,,0.24%
2019/11/14,851.56,857.72,861.42,849.62,,-0.63%
2019/11/13,856.93,864.81,864.81,851.35,,-0.94%
2019/11/12,865.1,867.94,869.16,863.9,,-0.30%
2019/11/11,867.68,860.95,870.44,860.95,,1.15%
2019/11/8,857.82,873.72,873.99,856.19,,-1.83%
2019/11/7,873.81,870.55,874.84,870.04,,0.28%
2019/11/6,871.35,876.81,876.81,868.32,,-0.54%
2019/11/5,876.08,879.75,880.29,875.73,,0.24%
2019/11/1,873.98,869.49,874.24,867.96,,0.00%
2019/10/31,873.98,873.17,876.49,869.19,,0.46%
2019/10/30,870.02,877.66,880.16,867.69,,-0.83%
2019/10/29,877.3,868.76,877.71,867.91,,1.13%
2019/10/28,867.48,869.89,873.04,866.35,,0.21%
2019/10/25,865.68,861.86,865.68,858.06,,0.48%
2019/10/24,861.52,857.97,862.52,857.07,,0.90%
2019/10/23,853.8,851.02,854.83,846.49,,1.02%
2019/10/21,845.21,839.51,846.19,839.14,,0.58%
2019/10/18,840.36,838.47,845.97,838.46,,0.36%
2019/10/17,837.32,836.29,841,834.35,,0.07%
2019/10/16,836.76,849.65,850.61,835.92,,-1.00%
2019/10/15,845.24,842.83,848.57,841.2,,0.59%
2019/10/11,840.28,853.51,853.51,840.28,,-1.45%
2019/10/10,852.61,865.8,865.8,852.61,,-1.58%
2019/10/9,866.28,869,870.72,866.03,,-1.11%
2019/10/8,875.96,868.75,878.41,868.56,,0.87%
2019/10/7,868.42,874.76,875.03,865.58,,-0.24%
2019/10/4,870.49,863.24,870.65,862.96,,1.28%
2019/10/3,859.47,863.27,863.94,856.85,,-1.79%
2019/10/2,875.16,868.96,877.51,867.58,,-0.21%
2019/10/1,877.04,876.93,882.06,873.88,,0.12%
2019/9/30,876,881.19,885.06,870.77,,-0.64%
2019/9/27,881.67,886.02,889.6,877.38,,-0.52%
2019/9/26,886.24,886.77,894.05,885.07,,0.56%
2019/9/25,881.34,879.85,882.64,875.37,,0.19%
2019/9/24,879.65,866.23,883.42,865.5,,1.81%
2019/9/20,863.98,851.68,867.31,850.9,,1.85%
2019/9/19,848.29,847.13,858.54,845.85,,0.36%
2019/9/18,845.22,850.31,855.45,842.55,,-0.52%
2019/9/17,849.68,845.85,852.42,842.96,,0.22%
2019/9/13,847.78,857.15,857.15,846.37,,-0.86%
2019/9/12,855.11,869.75,870.84,854.7,,-1.18%
2019/9/11,865.34,854.95,868.57,854.29,,1.21%
2019/9/10,855.03,858.83,861.61,853.28,,-0.45%
2019/9/9,858.93,856.01,861.39,854.94,,0.40%
2019/9/6,855.54,860.72,862.18,855.07,,-0.20%
2019/9/5,857.27,849.09,859.11,848.43,,1.57%
2019/9/4,843.98,848.9,850.22,842.63,,-0.84%
2019/9/3,851.09,843.84,852.71,841.89,,0.61%
2019/9/2,845.92,844.69,853.06,843.62,,0.56%
2019/8/30,841.19,829.72,842.5,829.28,,2.06%
2019/8/29,824.2,841.11,843.15,820.7,,-1.95%
2019/8/28,840.62,849.8,851.83,839.14,,-1.41%
2019/8/27,852.63,870.53,870.53,852.63,,-1.39%
2019/8/26,864.63,864.75,871.77,859.83,,-1.70%
2019/8/23,879.57,876.73,880.19,872.83,,0.37%
2019/8/22,876.36,887.26,891.59,875.14,,-0.69%
2019/8/21,882.46,877.54,882.86,876.92,,0.09%
2019/8/20,881.63,868.4,881.63,867.37,,1.86%
2019/8/19,865.52,859.21,866.54,856.41,,1.54%
2019/8/16,852.4,854.96,861.4,851.92,,-0.19%
2019/8/15,853.98,854.42,856.43,844.51,,-1.71%
2019/8/14,868.8,867.66,870.49,862.99,,0.69%
2019/8/13,862.84,863.49,868.5,861.91,,-1.02%
2019/8/9,871.74,879.06,881.49,871.26,,-0.49%
2019/8/8,876.07,874.94,879.74,868.07,,0.41%
2019/8/7,872.48,875.8,878.38,868.79,,0.06%
2019/8/6,871.95,854.63,873.37,836,,0.05%
2019/8/5,871.55,890.31,890.82,860.83,,-2.36%
2019/8/2,892.58,892.02,898.69,887.47,,-1.40%
2019/8/1,905.27,897.28,906.77,897.21,,0.04%
2019/7/31,904.92,900.57,905.54,895.88,,0.18%
2019/7/30,903.28,900.08,904.87,899,,0.46%
2019/7/29,899.15,898.82,902.72,895.59,,0.34%
2019/7/26,896.08,893.43,898.9,891.75,,-0.07%
2019/7/25,896.7,892.35,898.06,891.56,,0.57%
2019/7/24,891.58,895.76,895.94,889.81,,0.00%
2019/7/23,891.55,889.67,895.4,888.59,,0.29%
2019/7/22,888.97,893.64,893.64,885.39,,-0.79%
2019/7/19,896.05,885.03,897.38,883.96,,1.62%
2019/7/18,881.79,896.76,896.81,880.58,,-2.42%
2019/7/17,903.63,903.34,905.54,894.89,,-0.13%
2019/7/16,904.8,893.09,909.46,890.71,,0.84%
2019/7/12,897.3,916.34,916.44,895.48,,-2.18%
2019/7/11,917.34,919.45,919.45,912.58,,-0.31%
2019/7/10,920.17,909.73,920.53,908.08,,0.92%
2019/7/9,911.77,917.29,917.62,908.61,,-0.47%
2019/7/8,916.04,926.63,928.04,915.58,,-1.07%
2019/7/5,925.93,921.04,925.95,914.14,,0.44%
2019/7/4,921.84,921.58,925.59,918.85,,0.63%
2019/7/3,916.05,924.13,925.11,910.74,,-0.59%
2019/7/2,921.52,909.12,922.35,909.12,,1.32%
2019/7/1,909.52,905.04,910.59,903.79,,1.68%
2019/6/28,894.45,885.7,895.27,884.55,,0.76%
2019/6/27,887.68,886.76,888.92,879.74,,0.46%
2019/6/26,883.62,880.61,887.38,876.68,,-0.18%
2019/6/25,885.19,893.4,894.23,882.2,,-0.92%
2019/6/24,893.39,888.77,895.3,887.42,,0.29%
2019/6/21,890.84,907.68,908.22,888.83,,-1.88%
2019/6/20,907.88,898.08,908.01,891.62,,1.27%
2019/6/19,896.51,899.97,901.37,890.72,,0.70%
2019/6/18,890.3,908.16,912.81,888.01,,-2.02%
2019/6/17,908.64,915.13,915.13,908.19,,-0.47%
2019/6/14,912.9,902.65,913,898.99,,2.09%
2019/6/13,894.2,900.91,902.25,890.97,,-0.86%
2019/6/12,901.97,901.06,907.88,899.97,,0.10%
2019/6/11,901.06,894.9,901.12,892.25,,0.69%
2019/6/10,894.91,893.27,902.17,893.27,,1.20%
2019/6/7,884.32,881.45,884.51,877.2,,0.56%
2019/6/6,879.37,892.91,896.51,879.37,,-1.58%
2019/6/5,893.52,887.19,894.11,886.48,,2.43%
2019/6/4,872.36,875.94,877.92,857.33,,-0.01%
2019/6/3,872.41,891.68,891.73,870.14,,-3.51%
2019/5/31,904.19,902.51,914.52,897.35,,-0.04%
2019/5/30,904.59,916.97,920.5,901.2,,-1.74%
2019/5/29,920.59,914.45,924.22,905.8,,-0.09%
2019/5/28,921.43,900.78,921.43,900.78,,2.89%
2019/5/27,895.59,889.21,896.23,885.7,,1.41%
2019/5/24,883.18,875.61,883.47,870.57,,-0.08%
2019/5/23,883.9,888.33,891.72,881.64,,-0.79%
2019/5/22,890.91,881.31,896.31,881.31,,2.20%
2019/5/21,871.77,876.12,876.12,864.38,,-1.02%
2019/5/20,880.79,892.16,898.73,880.26,,-1.14%
2019/5/17,890.96,880.55,891.16,880.55,,1.91%
2019/5/16,874.25,880.86,882.47,870.68,,-0.80%
2019/5/15,881.33,877.87,881.33,869.48,,0.99%
2019/5/14,872.71,874.22,877.16,852.18,,-1.96%
2019/5/13,890.13,907.72,908.29,885.93,,-2.34%
2019/5/10,911.42,910.24,923.76,898.21,,-0.35%
2019/5/9,914.59,941.07,941.64,914.44,,-2.78%
2019/5/8,940.72,942.73,945.33,935.89,,-1.36%
2019/5/7,953.7,941.51,956.76,941.02,,0.96%
2019/4/26,944.63,937.39,944.96,930.77,,0.05%
2019/4/25,944.13,933.8,945.68,932.53,,1.15%
2019/4/24,933.4,932.17,942.22,930.91,,0.64%
2019/4/23,927.5,926.71,930.1,916.42,,0.03%
2019/4/22,927.26,935.74,942.45,925.58,,-1.10%
2019/4/19,937.61,935.54,942.26,928.36,,0.49%
2019/4/18,933.01,945.52,946.36,933.01,,-1.13%
2019/4/17,943.68,934.2,944.22,927.15,,1.22%
2019/4/16,932.26,933.61,942.81,932.01,,-0.27%
2019/4/15,934.8,927.09,937.1,924.28,,1.64%
2019/4/12,919.75,935.11,935.11,917.29,,-1.37%
2019/4/11,932.51,938.83,942.26,928.11,,-0.83%
2019/4/10,940.29,923.73,941.77,923.68,,0.63%
2019/4/9,934.43,935.13,940.74,924.89,,0.33%
2019/4/8,931.39,922.24,932.3,920.55,,1.62%
2019/4/5,916.54,908.76,919.37,906.45,,0.67%
2019/4/4,910.47,920.01,926.57,909.79,,-0.97%
2019/4/3,919.35,909.76,923.18,904.75,,1.17%
2019/4/2,908.69,945.48,945.48,907.27,,-3.67%
2019/4/1,943.32,963.78,963.78,941.95,,-1.31%
2019/3/29,955.84,962.72,963.27,943.7,,0.02%
2019/3/28,955.65,959.59,962.17,951.55,,-0.57%
2019/3/27,961.12,946.93,965.92,946.93,,2.16%
2019/3/26,940.76,935.96,944.4,934.68,,1.57%
2019/3/25,926.22,921.64,928.27,911.12,,-1.46%
2019/3/22,939.93,942.68,948.73,936.41,,-0.24%
2019/3/20,942.19,936.1,946.08,935.54,,0.49%
2019/3/19,937.6,941.28,941.28,933.11,,-0.44%
2019/3/18,941.7,928.97,943.34,927.85,,1.92%
2019/3/15,923.96,930.71,936.16,922.73,,-0.89%
2019/3/14,932.29,949.52,950.01,931.37,,-0.79%
2019/3/13,939.7,929.79,939.77,920.66,,0.93%
2019/3/12,931.04,923.26,938.37,922.97,,2.20%
2019/3/11,910.98,903.65,911.73,886.15,,1.21%
2019/3/8,900.11,917.94,917.94,895.02,,-3.08%
2019/3/7,928.76,942.02,942.02,924.72,,-1.88%
2019/3/6,946.51,946.93,948.7,934.63,,0.27%
2019/3/5,943.96,932.58,944,930.74,,0.62%
2019/3/4,938.16,939.69,941.88,936.23,,0.99%
2019/3/1,928.97,921.44,931.57,920.14,,1.18%
2019/2/28,918.18,935.6,939.83,917.78,,-2.26%
2019/2/27,939.41,930.62,940.93,927.21,,0.73%
2019/2/26,932.61,933.8,943.7,923.65,,0.06%
2019/2/25,932.04,924.47,935.67,922.17,,1.67%
2019/2/22,916.76,901.48,918.44,900.26,,1.35%
2019/2/21,904.55,895.11,905.76,894.22,,1.54%
2019/2/20,890.87,885.84,893.22,884.04,,0.89%
2019/2/19,883.01,877.67,885.78,875.29,,0.91%
2019/2/18,875.04,874.6,878.85,871.09,,1.47%
2019/2/15,862.34,869.48,869.78,857.12,,-1.23%
2019/2/14,873.06,877.53,883.34,870.96,,-0.28%
2019/2/13,875.48,869.28,878.31,868.45,,1.61%
2019/2/12,861.59,858.95,868.24,857.79,,0.98%
2019/2/8,853.22,860.91,867.38,849.86,,-1.97%
2019/2/7,870.39,876.15,880.02,861.38,,-0.49%
2019/2/6,874.66,872.6,875.36,869.75,,0.67%
2019/2/5,868.86,885.37,886.77,865.48,,-1.19%
2019/2/4,879.3,889.35,891.73,871.96,,-0.82%
2019/2/1,886.55,898.28,899.12,877.26,,-1.26%
2019/1/31,897.9,893.63,900.01,884.43,,1.64%
2019/1/30,883.39,946.41,946.41,882.45,,-8.09%
2019/1/29,961.19,944.88,962.32,931.27,,1.22%
2019/1/28,949.65,972.27,975.86,949.65,,-1.89%
2019/1/25,967.92,953.01,971.99,952.44,,1.74%
2019/1/24,951.37,945.82,952.08,935.7,,1.14%
2019/1/23,940.62,921.85,946.53,919.33,,1.07%
2019/1/22,930.68,938.39,947.47,917.38,,-0.94%
2019/1/21,939.51,965.54,979.72,937.66,,-1.17%
2019/1/18,950.6,940.16,953.89,939.32,,1.36%
2019/1/17,937.8,927.06,939.96,923.52,,1.86%
2019/1/16,920.72,921.44,926.63,912,,0.71%
2019/1/15,914.19,890.22,918.42,890.22,,2.74%
2019/1/11,889.81,891.75,900.34,887.6,,0.46%
2019/1/10,885.76,890.23,899.29,882.29,,-1.19%
2019/1/9,896.44,894.17,903.32,889.49,,1.01%
2019/1/8,887.5,865.6,891.49,865.6,,3.26%
2019/1/7,859.48,844.24,866.18,844.24,,3.89%
2019/1/4,827.33,797.84,827.34,789.79,,1.85%
2018/12/28,812.32,820.42,831.74,806.15,,-1.74%
2018/12/27,826.69,792.57,832.36,792.57,,6.55%
2018/12/26,775.85,770.58,797.55,761.63,,2.49%
2018/12/25,757.02,794.6,794.6,749.18,,-6.66%
2018/12/21,811.07,829.18,834.4,788.12,,-3.23%
2018/12/20,838.14,873.97,876.93,831.09,,-5.40%
2018/12/19,885.94,878.04,896.84,862.79,,1.16%
2018/12/18,875.76,895.62,898.05,875.3,,-3.93%
2018/12/17,911.58,933.88,936.54,911.58,,-3.23%
2018/12/14,942.01,971.03,971.03,936.71,,-1.94%
2018/12/13,960.66,963.92,968.4,952.03,,0.36%
2018/12/12,957.25,928.79,958.85,926.51,,3.77%
2018/12/11,922.46,952.89,956.67,920.35,,-2.67%
2018/12/10,947.72,966.8,968.18,943.69,,-3.35%
2018/12/7,980.61,991.6,997.72,974.09,,-0.03%
2018/12/6,980.92,"1,008.73","1,010.03",970.43,,-3.07%
2018/12/5,"1,012.02",999.3,"1,016.15",995.82,,-0.47%
2018/12/4,"1,016.81","1,033.10","1,041.46","1,015.35",,-1.48%
2018/12/3,"1,032.07","1,023.11","1,039.36","1,022.57",,2.04%
2018/11/30,"1,011.43","1,011.59","1,017.55",999.55,,0.05%
2018/11/29,"1,010.91","1,008.89","1,017.85","1,007.48",,1.53%
2018/11/28,995.71,978,997.39,977.14,,2.12%
2018/11/27,975.04,970.11,979.15,965.99,,1.10%
2018/11/26,964.47,962.31,975.82,955.25,,0.54%
2018/11/22,959.27,954.14,964.02,946.37,,1.30%
2018/11/21,946.97,936.14,962.08,933.33,,-0.36%
2018/11/20,950.39,964.71,967.91,949.18,,-2.71%
2018/11/19,976.9,948.65,980.04,948.42,,3.01%
2018/11/16,948.32,960.38,964.29,947.21,,-0.89%
2018/11/15,956.83,941.46,967.64,941.14,,0.85%
2018/11/14,948.79,962.38,973.19,947.56,,-1.04%
2018/11/13,958.73,946.82,963.26,931.83,,-0.74%
2018/11/12,965.88,990.6,992.87,960.16,,-2.48%
2018/11/9,990.4,988.19,"1,006.66",983.82,,0.01%
2018/11/8,990.34,985.13,996.74,984.1,,2.05%
2018/11/7,970.47,949.64,977.05,946.69,,2.23%
2018/11/6,949.27,951.25,957.42,945.44,,0.31%
2018/11/5,946.38,927.11,954.86,923.1,,1.66%
2018/11/2,930.95,905.74,934.24,905.74,,3.49%
2018/11/1,899.59,903.12,913.2,889.9,,-0.88%
2018/10/31,907.56,882,907.91,881.67,,4.31%
2018/10/30,870.1,827.27,871.7,821.32,,3.83%
2018/10/29,838,876.17,884.94,835.77,,-4.06%
2018/10/26,873.42,914.51,919.53,860.84,,-2.97%
2018/10/25,900.16,942.36,942.36,898.86,,-6.36%
2018/10/24,961.32,973.97,978.58,952.09,,-0.46%
2018/10/23,965.78,977.01,983.5,961.83,,-1.59%
2018/10/22,981.35,977.01,984.59,965.67,,0.06%
2018/10/19,980.76,974.86,981.61,967.42,,-0.70%
2018/10/18,987.67,994.82,"1,002.61",987.51,,-0.50%
2018/10/17,992.62,987.94,995.21,987.13,,2.11%
2018/10/16,972.14,972.05,976.97,960.43,,0.14%
2018/10/15,970.77,989.91,990.91,970.77,,-1.73%
2018/10/12,987.88,948.11,990.6,948.11,,3.67%
2018/10/11,952.9,980.88,980.91,940.91,,-4.81%
2018/10/10,"1,001.10","1,006.95","1,013.83",987.68,,0.10%
2018/10/9,"1,000.09","1,014.25","1,014.34",999.98,,-2.14%
2018/10/5,"1,021.96","1,031.58","1,039.26","1,019.24",,-2.16%
2018/10/4,"1,044.57","1,057.45","1,059.47","1,039.23",,-0.90%
2018/10/3,"1,054.04","1,050.19","1,058.35","1,043.82",,0.05%
2018/10/2,"1,053.47","1,081.87","1,083.14","1,052.86",,-2.00%
2018/10/1,"1,074.99","1,080.57","1,082.09","1,071.71",,-0.24%
2018/9/28,"1,077.55","1,079.52","1,084.72","1,068.30",,0.96%
2018/9/27,"1,067.30","1,074.56","1,086.54","1,064.33",,-0.37%
2018/9/26,"1,071.22","1,054.29","1,072.15","1,053.72",,2.15%
2018/9/25,"1,048.68","1,040.64","1,052.78","1,038.24",,0.79%
2018/9/21,"1,040.43","1,032.86","1,040.65","1,030.24",,1.40%
2018/9/20,"1,026.05","1,034.39","1,034.39","1,017.86",,-0.42%
2018/9/19,"1,030.38","1,031.90","1,035.28","1,023.53",,0.38%
2018/9/18,"1,026.49","1,014.98","1,030.41","1,009.90",,0.79%
2018/9/14,"1,018.43","1,008.19","1,019.08","1,004.54",,1.93%
2018/9/13,999.19,999.36,"1,007.99",993.33,,-0.05%
2018/9/12,999.7,"1,020.89","1,022.13",997.47,,-1.71%
2018/9/11,"1,017.05","1,019.83","1,023.53","1,009.45",,0.19%
2018/9/10,"1,015.17","1,006.63","1,021.15","1,005.36",,0.65%
2018/9/7,"1,008.62","1,002.04","1,009.27",993.01,,-0.13%
2018/9/6,"1,009.95","1,023.88","1,024.96","1,003.03",,-2.36%
2018/9/5,"1,034.38","1,044.97","1,051.74","1,034.38",,-1.05%
2018/9/4,"1,045.35","1,033.79","1,051.05","1,031.59",,1.15%
2018/9/3,"1,033.45","1,050.80","1,051.19","1,031.79",,-1.49%
2018/8/31,"1,049.13","1,032.54","1,050.03","1,031.06",,0.84%
2018/8/30,"1,040.34","1,036.68","1,043.26","1,029.89",,1.04%
2018/8/29,"1,029.61","1,019.53","1,031.59","1,018.77",,0.92%
2018/8/28,"1,020.18","1,032.79","1,039.09","1,012.06",,-0.40%
2018/8/27,"1,024.23","1,002.82","1,024.62","1,002.32",,2.98%
2018/8/24,994.6,977.98,994.87,977.27,,1.85%
2018/8/23,976.53,970.27,982.34,970.27,,0.80%
2018/8/22,968.76,947.65,969.48,946.07,,2.13%
2018/8/21,948.52,949.72,954.37,942.14,,-0.36%
2018/8/20,951.93,962.99,968.22,951.18,,-0.72%
2018/8/17,958.8,950.74,959.08,949.5,,1.73%
2018/8/16,942.48,943.89,949.18,932.07,,-1.33%
2018/8/15,955.14,975.92,975.92,955.14,,-2.04%
2018/8/14,975.01,965.6,975.43,962.95,,1.30%
2018/8/13,962.48,994.32,994.32,959.51,,-4.13%
2018/8/10,"1,003.98","1,026.27","1,026.27","1,003.60",,-2.37%
2018/8/9,"1,028.40","1,027.66","1,031.63","1,021.65",,0.08%
2018/8/8,"1,027.61","1,009.89","1,029.99","1,009.77",,1.75%
2018/8/7,"1,009.96","1,004.63","1,011.16","1,002.90",,0.31%
2018/8/6,"1,006.81","1,019.38","1,020.21","1,006.81",,-1.33%
2018/8/3,"1,020.33","1,036.84","1,039.90","1,020.33",,-1.38%
2018/8/2,"1,034.56","1,031.90","1,042.18","1,031.09",,0.18%
2018/8/1,"1,032.70","1,042.56","1,042.56","1,031.20",,-0.63%
2018/7/31,"1,039.29","1,036.00","1,041.29","1,032.74",,0.06%
2018/7/30,"1,038.69","1,057.70","1,058.12","1,038.69",,-1.84%
2018/7/27,"1,058.15","1,057.07","1,059.04","1,052.38",,0.12%
2018/7/26,"1,056.87","1,067.42","1,067.42","1,054.17",,-0.64%
2018/7/25,"1,063.73","1,061.58","1,065.60","1,056.28",,0.55%
2018/7/24,"1,057.96","1,046.08","1,059.77","1,039.86",,1.73%
